"국가별","시점","항목",데이터
"라트비아","2012","- 천명당 의사",3.1
"라트비아","2012","약사",1402
"라트비아","2012","- 천명당 약사",0.7
"라트비아","2012","치과의사",1445
"라트비아","2012","- 천명당 치과의사",0.7
"라트비아","2012","간호사",9887
"라트비아","2012","- 천명당 간호사",4.9
"라트비아","2013","의사",6423
"라트비아","2013","- 천명당 의사",3.2
"라트비아","2013","약사",1612
"라트비아","2013","- 천명당 약사",0.8
"라트비아","2013","치과의사",1459
"라트비아","2013","- 천명당 치과의사",0.7
"라트비아","2013","간호사",9831
"라트비아","2013","- 천명당 간호사",4.9
"라트비아","2014","의사",6412
"라트비아","2014","- 천명당 의사",3.2
"라트비아","2014","약사",1548
"라트비아","2014","- 천명당 약사",0.8
"라트비아","2014","치과의사",1400
"라트비아","2014","- 천명당 치과의사",0.7
"라트비아","2014","간호사",9619
"라트비아","2014","- 천명당 간호사",4.8
"라트비아","2015","의사",6324
"라트비아","2015","- 천명당 의사",3.2
"라트비아","2015","약사",1574
"라트비아","2015","- 천명당 약사",0.8
"라트비아","2015","치과의사",1419
"라트비아","2015","- 천명당 치과의사",0.7
"라트비아","2015","간호사",9263
"라트비아","2015","- 천명당 간호사",4.7
"라트비아","2016","의사",6295
"라트비아","2016","- 천명당 의사",3.2
"라트비아","2016","약사",1643
"라트비아","2016","- 천명당 약사",0.8
"라트비아","2016","치과의사",1411
"라트비아","2016","- 천명당 치과의사",0.7
"라트비아","2016","간호사",9086
"라트비아","2016","- 천명당 간호사",4.6
"라트비아","2017","의사",6225
"라트비아","2017","- 천명당 의사",3.2
"라트비아","2017","약사",1850
"라트비아","2017","- 천명당 약사",1.0
"라트비아","2017","치과의사",1380
"라트비아","2017","- 천명당 치과의사",0.7
"라트비아","2017","간호사",8872
"라트비아","2017","- 천명당 간호사",4.6
"라트비아","2018","의사",6367
"라트비아","2018","- 천명당 의사",3.3
"라트비아","2018","약사",1650
"라트비아","2018","- 천명당 약사",0.9
"라트비아","2018","치과의사",1361
"라트비아","2018","- 천명당 치과의사",0.7
"라트비아","2018","간호사",8392
"라트비아","2018","- 천명당 간호사",4.4
"라트비아","2019","의사",6253
"라트비아","2019","- 천명당 의사",3.3
"라트비아","2019","약사",1613
"라트비아","2019","- 천명당 약사",0.8
"라트비아","2019","치과의사",1364
"라트비아","2019","- 천명당 치과의사",0.7
"라트비아","2019","간호사",8402
"라트비아","2019","- 천명당 간호사",4.4
"라트비아","2020","약사",1644
"라트비아","2020","- 천명당 약사",0.9
"리투아니아","1998","의사",13209
"리투아니아","1998","- 천명당 의사",3.7
"리투아니아","1998","약사",2073
"리투아니아","1998","- 천명당 약사",0.6
"리투아니아","1998","치과의사",2226
"리투아니아","1998","- 천명당 치과의사",0.6
"리투아니아","1998","간호사",31051
"리투아니아","1998","- 천명당 간호사",8.8
"리투아니아","1999","의사",13092
"리투아니아","1999","- 천명당 의사",3.7
"리투아니아","1999","약사",2086
"리투아니아","1999","- 천명당 약사",0.6
"리투아니아","1999","치과의사",2288
"리투아니아","1999","- 천명당 치과의사",0.7
"리투아니아","1999","간호사",27930
"리투아니아","1999","- 천명당 간호사",7.9
"리투아니아","2000","의사",12692
"리투아니아","2000","- 천명당 의사",3.6
"리투아니아","2000","약사",2077
"리투아니아","2000","- 천명당 약사",0.6
"리투아니아","2000","치과의사",2396
"리투아니아","2000","- 천명당 치과의사",0.7
"리투아니아","2000","간호사",26706
"리투아니아","2000","- 천명당 간호사",7.6
"리투아니아","2001","의사",12601
"리투아니아","2001","- 천명당 의사",3.6
"리투아니아","2001","약사",2152
"리투아니아","2001","- 천명당 약사",0.6
"리투아니아","2001","치과의사",2415
"리투아니아","2001","- 천명당 치과의사",0.7
"리투아니아","2001","간호사",26284
"리투아니아","2001","- 천명당 간호사",7.6
"리투아니아","2002","의사",12749
"리투아니아","2002","- 천명당 의사",3.7
"리투아니아","2002","약사",2103
"리투아니아","2002","- 천명당 약사",0.6
"리투아니아","2002","치과의사",2237
"리투아니아","2002","- 천명당 치과의사",0.7
"리투아니아","2002","간호사",25600
"리투아니아","2002","- 천명당 간호사",7.4
"리투아니아","2003","의사",12530
"리투아니아","2003","- 천명당 의사",3.7
"리투아니아","2003","약사",2270
"리투아니아","2003","- 천명당 약사",0.7
"리투아니아","2003","치과의사",2294
"리투아니아","2003","- 천명당 치과의사",0.7
"리투아니아","2003","간호사",25015
"리투아니아","2003","- 천명당 간호사",7.3
"리투아니아","2004","의사",12247
"리투아니아","2004","- 천명당 의사",3.6
"리투아니아","2004","치과의사",2190
"리투아니아","2004","- 천명당 치과의사",0.7
"리투아니아","2004","간호사",24488
"리투아니아","2004","- 천명당 간호사",7.3
"리투아니아","2005","의사",12361
"리투아니아","2005","- 천명당 의사",3.7
"리투아니아","2005","치과의사",2368
"리투아니아","2005","- 천명당 치과의사",0.7
"리투아니아","2005","간호사",24247
"리투아니아","2005","- 천명당 간호사",7.3
"리투아니아","2006","의사",12397
"리투아니아","2006","- 천명당 의사",3.8
"리투아니아","2006","치과의사",2158
"리투아니아","2006","- 천명당 치과의사",0.7
"리투아니아","2006","간호사",24137
"리투아니아","2006","- 천명당 간호사",7.4
"리투아니아","2007","의사",12551
"리투아니아","2007","- 천명당 의사",3.9
"리투아니아","2007","치과의사",2321
"리투아니아","2007","- 천명당 치과의사",0.7
"리투아니아","2007","간호사",23805
"리투아니아","2007","- 천명당 간호사",7.4
"리투아니아","2008","의사",12413
"리투아니아","2008","- 천명당 의사",3.9
"리투아니아","2008","치과의사",2206
"리투아니아","2008","- 천명당 치과의사",0.7
"리투아니아","2008","간호사",23884
"리투아니아","2008","- 천명당 간호사",7.5
"리투아니아","2009","의사",12191
"리투아니아","2009","- 천명당 의사",3.9
"리투아니아","2009","치과의사",2347
"리투아니아","2009","- 천명당 치과의사",0.7
"리투아니아","2009","간호사",23271
"리투아니아","2009","- 천명당 간호사",7.4
"리투아니아","2010","의사",12226
"리투아니아","2010","- 천명당 의사",4.0
"리투아니아","2010","치과의사",2456
"리투아니아","2010","- 천명당 치과의사",0.8
"리투아니아","2010","간호사",22835
"리투아니아","2010","- 천명당 간호사",7.4
"리투아니아","2011","의사",12407
"리투아니아","2011","- 천명당 의사",4.1
"리투아니아","2011","치과의사",2486
"리투아니아","2011","- 천명당 치과의사",0.8
"리투아니아","2011","간호사",22817
"리투아니아","2011","- 천명당 간호사",7.5
"리투아니아","2012","의사",12604
"리투아니아","2012","- 천명당 의사",4.2
"리투아니아","2012","치과의사",2685
"리투아니아","2012","- 천명당 치과의사",0.9
"리투아니아","2012","간호사",22691
"리투아니아","2012","- 천명당 간호사",7.6
"리투아니아","2013","의사",12650
"리투아니아","2013","- 천명당 의사",4.3
"리투아니아","2013","치과의사",2678
"리투아니아","2013","- 천명당 치과의사",0.9
"리투아니아","2013","간호사",22324
"리투아니아","2013","- 천명당 간호사",7.6
"리투아니아","2014","의사",12631
"리투아니아","2014","- 천명당 의사",4.3
"리투아니아","2014","치과의사",2669
"리투아니아","2014","- 천명당 치과의사",0.9
"리투아니아","2014","간호사",22286
"리투아니아","2014","- 천명당 간호사",7.6
"리투아니아","2015","의사",12605
"리투아니아","2015","- 천명당 의사",4.3
"리투아니아","2015","치과의사",2644
"리투아니아","2015","- 천명당 치과의사",0.9
"리투아니아","2015","간호사",22260
"리투아니아","2015","- 천명당 간호사",7.7
"리투아니아","2016","의사",12812
"리투아니아","2016","- 천명당 의사",4.5
"리투아니아","2016","치과의사",2787
"리투아니아","2016","- 천명당 치과의사",1.0
"리투아니아","2016","간호사",22099
"리투아니아","2016","- 천명당 간호사",7.7
"리투아니아","2017","의사",12887
"리투아니아","2017","- 천명당 의사",4.6
"리투아니아","2017","약사",2803
"리투아니아","2017","- 천명당 약사",1.0
"리투아니아","2017","치과의사",2839
"리투아니아","2017","- 천명당 치과의사",1.0
"리투아니아","2017","간호사",21802
"리투아니아","2017","- 천명당 간호사",7.7
"리투아니아","2018","의사",12881
"리투아니아","2018","- 천명당 의사",4.6
"리투아니아","2018","약사",2880
"리투아니아","2018","- 천명당 약사",1.0
"리투아니아","2018","치과의사",2758
"리투아니아","2018","- 천명당 치과의사",1.0
"리투아니아","2018","간호사",21793
"리투아니아","2018","- 천명당 간호사",7.8
"리투아니아","2019","의사",12768
"리투아니아","2019","- 천명당 의사",4.6
"리투아니아","2019","약사",2689
"리투아니아","2019","- 천명당 약사",1.0
"리투아니아","2019","치과의사",2649
"리투아니아","2019","- 천명당 치과의사",1.0
"리투아니아","2019","간호사",21629
"리투아니아","2019","- 천명당 간호사",7.7
"룩셈부르크","1998","의사",1037
"룩셈부르크","1998","- 천명당 의사",2.4
"룩셈부르크","1998","약사",262
"룩셈부르크","1998","- 천명당 약사",0.6
"룩셈부르크","1998","치과의사",262
"룩셈부르크","1998","- 천명당 치과의사",0.6
"룩셈부르크","1998","간호사",3079
"룩셈부르크","1998","- 천명당 간호사",7.3
"룩셈부르크","1999","의사",1073
"룩셈부르크","1999","- 천명당 의사",2.5
"룩셈부르크","1999","약사",276
"룩셈부르크","1999","- 천명당 약사",0.6
"룩셈부르크","1999","치과의사",269
"룩셈부르크","1999","- 천명당 치과의사",0.6
"룩셈부르크","1999","간호사",3147
"룩셈부르크","1999","- 천명당 간호사",7.3
"룩셈부르크","2000","의사",938
"룩셈부르크","2000","- 천명당 의사",2.2
"룩셈부르크","2000","약사",280
"룩셈부르크","2000","- 천명당 약사",0.6
"룩셈부르크","2000","치과의사",260
"룩셈부르크","2000","- 천명당 치과의사",0.6
"룩셈부르크","2000","간호사",3220
"룩셈부르크","2000","- 천명당 간호사",7.4
"룩셈부르크","2001","의사",976
"룩셈부르크","2001","- 천명당 의사",2.2
"룩셈부르크","2001","약사",295
"룩셈부르크","2001","- 천명당 약사",0.7
"룩셈부르크","2001","치과의사",275
"룩셈부르크","2001","- 천명당 치과의사",0.6
"룩셈부르크","2001","간호사",3296
"룩셈부르크","2001","- 천명당 간호사",7.5
"룩셈부르크","2002","의사",1007
"룩셈부르크","2002","- 천명당 의사",2.3
"룩셈부르크","2002","약사",310
"룩셈부르크","2002","- 천명당 약사",0.7
"룩셈부르크","2002","치과의사",288
"룩셈부르크","2002","- 천명당 치과의사",0.7
"룩셈부르크","2002","간호사",3464
"룩셈부르크","2002","- 천명당 간호사",7.8
"룩셈부르크","2003","의사",1074
"룩셈부르크","2003","- 천명당 의사",2.4
"룩셈부르크","2003","약사",321
"룩셈부르크","2003","- 천명당 약사",0.7
"룩셈부르크","2003","치과의사",293
"룩셈부르크","2003","- 천명당 치과의사",0.7
"룩셈부르크","2003","간호사",4037
"룩셈부르크","2003","- 천명당 간호사",8.9
"룩셈부르크","2004","의사",1110
"룩셈부르크","2004","- 천명당 의사",2.4
"룩셈부르크","2004","약사",321
"룩셈부르크","2004","- 천명당 약사",0.7
"룩셈부르크","2004","치과의사",354
"룩셈부르크","2004","- 천명당 치과의사",0.8
"룩셈부르크","2004","간호사",4166
"룩셈부르크","2004","- 천명당 간호사",9.1
"룩셈부르크","2005","의사",1186
"룩셈부르크","2005","- 천명당 의사",2.6
"룩셈부르크","2005","약사",326
"룩셈부르크","2005","- 천명당 약사",0.7
"룩셈부르크","2005","치과의사",370
"룩셈부르크","2005","- 천명당 치과의사",0.8
"룩셈부르크","2005","간호사",5101
"룩셈부르크","2005","- 천명당 간호사",11.0
"룩셈부르크","2006","의사",1232
"룩셈부르크","2006","- 천명당 의사",2.6
"룩셈부르크","2006","약사",336
"룩셈부르크","2006","- 천명당 약사",0.7
"룩셈부르크","2006","치과의사",375
"룩셈부르크","2006","- 천명당 치과의사",0.8
"룩셈부르크","2006","간호사",5171
"룩셈부르크","2006","- 천명당 간호사",10.9
"룩셈부르크","2007","의사",1288
"룩셈부르크","2007","- 천명당 의사",2.7
"룩셈부르크","2007","약사",342
"룩셈부르크","2007","- 천명당 약사",0.7
"룩셈부르크","2007","치과의사",386
"룩셈부르크","2007","- 천명당 치과의사",0.8
"룩셈부르크","2008","의사",1327
"룩셈부르크","2008","- 천명당 의사",2.7
"룩셈부르크","2008","약사",344
"룩셈부르크","2008","- 천명당 약사",0.7
"룩셈부르크","2008","치과의사",398
"룩셈부르크","2008","- 천명당 치과의사",0.8
"룩셈부르크","2009","의사",1346
"룩셈부르크","2009","- 천명당 의사",2.7
"룩셈부르크","2009","약사",359
"룩셈부르크","2009","- 천명당 약사",0.7
"룩셈부르크","2009","치과의사",408
"룩셈부르크","2009","- 천명당 치과의사",0.8
